,_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,individualPracticeAttempts,content,timeElapsedInTurn,timeElapsedInTrial,turnStartTime,trialStartTime,eventType,practice
23,5f4fed001034572e6687fbe0,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073536432.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,Pi,2.0,2,0,0,"red 3,2",7849,27964,1599073529719,1599073509604,chatMessage,False
24,5f4fed0e1034572e6687fbea,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073550803.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,Pi,2.0,4,0,0,another red on top of that one,8573,42335,1599073543366,1599073509604,chatMessage,False
25,5f4fed231034572e6687fbef,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073571031.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,Pi,2.0,6,0,0,"blue 3, 6",16069,62565,1599073556100,1599073509604,chatMessage,False
26,5f4fed3c1034572e6687fbfa,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073596982.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,Pi,2.0,8,0,0,"red 8,1
",12989,88516,1599073585131,1599073509604,chatMessage,False
27,5f4fed501034572e6687fbff,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073616674.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,Pi,2.0,10,0,0,"red 11, 1",10075,108205,1599073607734,1599073509604,chatMessage,False
28,5f4fed741034572e6687fc0a,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073652354.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,Pi,2.0,12,0,0,"just like the last time with the blue blocks on top 8,3 ",30954,143886,1599073622536,1599073509604,chatMessage,False
29,5f4fed881034572e6687fc11,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073672168.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,Pi,2.0,14,0,0,perfect,8988,163703,1599073664319,1599073509604,chatMessage,False
30,5f4fed9f1034572e6687fc1a,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073695538.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,L,3.0,0,1,0,"blue 3,1",11052,11052,1599073685622,1599073685622,chatMessage,False
31,5f4fedb21034572e6687fc20,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073714788.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,L,3.0,2,1,0,"red 3,2",15279,30302,1599073700645,1599073685622,chatMessage,False
32,5f4fedba1034572e6687fc27,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073722487.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,L,3.0,4,1,0,anothe red,3498,37987,1599073720111,1599073685622,chatMessage,False
33,5f4fedc71034572e6687fc2c,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073735672.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,L,3.0,6,1,0,blue like same as last,9808,51189,1599073727003,1599073685622,chatMessage,False
34,5f4fede01034572e6687fc37,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073760657.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,L,3.0,8,1,0,"blue 8, 1",21060,76174,1599073740736,1599073685622,chatMessage,False
35,5f4fedf11034572e6687fc3e,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073777183.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,L,3.0,10,1,0,another blue to the right of that one,9353,92700,1599073768969,1599073685622,chatMessage,False
36,5f4fedfd1034572e6687fc43,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073789102.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,L,3.0,12,1,0,"red 8,2",7832,104618,1599073782408,1599073685622,chatMessage,False
37,5f4fee091034572e6687fc45,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073801971.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,L,3.0,14,1,0,another red on top of that one,7978,117490,1599073795134,1599073685622,chatMessage,False
38,5f4fee331034572e6687fc4e,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073843002.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,C,4.0,0,1,0,"the shape is like a house: red 2,1",31550,31550,1599073812594,1599073812594,chatMessage,False
39,5f4fee411034572e6687fc50,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073857335.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,C,4.0,2,1,0,"red 5,1",6405,45883,1599073852072,1599073812594,chatMessage,False
40,5f4fee4d1034572e6687fc52,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073869121.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,C,4.0,4,1,0,now blues on top,4789,57670,1599073865475,1599073812594,chatMessage,False
41,5f4fee581034572e6687fc55,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073880565.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,C,4.0,6,1,0,"perfect
",3634,69115,1599073878075,1599073812594,chatMessage,False
42,5f4fee761034572e6687fc57,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073910458.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,C,4.0,8,1,0,"last shape is like a tall C, blue 9, 1",26225,99007,1599073885376,1599073812594,chatMessage,False
43,5f4feea71034572e6687fc63,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073959167.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,L,5.0,0,1,0,"house shape, red 2, 1",13995,13995,1599073946313,1599073946313,chatMessage,False
44,5f4feeb11034572e6687fc66,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073969133.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,L,5.0,2,1,0,"red 5,1",3400,23960,1599073966873,1599073946313,chatMessage,False
45,5f4feebc1034572e6687fc68,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599073980673.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,L,5.0,4,1,0,now the blues,5555,35503,1599073976261,1599073946313,chatMessage,False
46,5f4feed21034572e6687fc6e,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074002595.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,L,5.0,6,1,0,"this one is a ig L, blue 8,1",16849,57419,1599073986883,1599073946313,chatMessage,False
47,5f4feee81034572e6687fc70,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074024944.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,L,5.0,8,1,0,another blue to the right of that one,7785,79763,1599074018291,1599073946313,chatMessage,False
48,5f4feefb1034572e6687fc74,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074043396.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,L,5.0,10,1,0,"now red 8,2",12674,98223,1599074031862,1599073946313,chatMessage,False
49,5f4fef1c1034572e6687fc7e,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074076483.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,L,C,6.0,0,2,0,"Big L : blue 2,1",20145,20145,1599074057483,1599074057483,chatMessage,False
50,5f4fef2a1034572e6687fc80,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074090313.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,L,C,6.0,2,2,0,another blue next to that,7446,33975,1599074084012,1599074057483,chatMessage,False
51,5f4fef351034572e6687fc83,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074101570.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,L,C,6.0,4,2,0,now the reds,8780,45232,1599074093935,1599074057483,chatMessage,False
52,5f4fef4a1034572e6687fc87,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074122407.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,L,C,6.0,6,2,0,"Tall C : blue 9, 1",15990,66068,1599074107561,1599074057483,chatMessage,False
53,5f4fef6d1034572e6687fc8f,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074157395.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,Pi,7.0,0,2,0,"Tall C: blue 3,1 ",11390,11390,1599074147149,1599074147149,chatMessage,False
54,5f4fef891034572e6687fc96,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074185264.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,Pi,7.0,2,2,0,"House : Red 8, 1",16191,39261,1599074170219,1599074147149,chatMessage,False
55,5f4fef9d1034572e6687fc9a,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074205716.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,Pi,7.0,4,2,0,"red 11,1",6906,59712,1599074199955,1599074147149,chatMessage,False
56,5f4fefb71034572e6687fca1,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074231524.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,L,Pi,8.0,0,2,0,"Big L : blue 2,1",11878,11878,1599074220793,1599074220793,chatMessage,False
57,5f4fefd01034572e6687fca6,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074256449.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,L,Pi,8.0,2,2,0,"House : Red 8, 1",15496,36804,1599074242101,1599074220793,chatMessage,False
58,5f4feff41034572e6687fcb0,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074292875.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,L,9.0,0,3,0,"House : Red 2,1",12991,12991,1599074281030,1599074281030,chatMessage,False
59,5f4ff00d1034572e6687fcba,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074317054.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,L,9.0,2,3,0,"Big L : Blue 8,1",13801,37169,1599074304398,1599074281030,chatMessage,False
60,5f4ff0331034572e6687fcc2,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074355083.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,L,10.0,0,3,0,"Tall C : Blue 3, 1",12857,12857,1599074343368,1599074343368,chatMessage,False
61,5f4ff04b1034572e6687fcc9,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074379894.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,C,L,10.0,2,3,0,"Big L : blue 8, 1",10592,37673,1599074370449,1599074343368,chatMessage,False
62,5f4ff06c1034572e6687fcd3,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074412767.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,C,11.0,0,3,0,"House : Red 2, 1",12596,12596,1599074401318,1599074401318,chatMessage,False
63,5f4ff0841034572e6687fcd8,pilot4,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1599074436030.0,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,Pi,C,11.0,2,3,0,"Tall C, blue 9, 1",12510,35857,1599074424665,1599074401318,chatMessage,False
0,5f4fe27d1034572e6687f9ad,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599070845049.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,horizontal,vertical,,0,practice,0,There is a horizontal block in the middle of the red line on the left~~~,50799,50799,1599070796101,1599070796101,chatMessage,True
1,5f4fe29e1034572e6687f9b0,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599070878967.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,horizontal,vertical,,2,practice,0,there is a vertical block directly left of the red line on the right,20909,84742,1599070859934,1599070796101,chatMessage,True
2,5f4fe2c61034572e6687f9b3,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599070918294.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,Pi,0.0,0,0,0,"horizontal block middle of red line left side
",23715,23716,1599070896456,1599070896455,chatMessage,False
3,5f4fe2dc1034572e6687f9b6,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599070940903.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,Pi,0.0,2,0,0,vertical block on top of this one on the left side,13765,46324,1599070929014,1599070896455,chatMessage,False
4,5f4fe2ea1034572e6687f9b9,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599070954454.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,Pi,0.0,4,0,0,one more the same on top of it,6519,59879,1599070949815,1599070896455,chatMessage,False
5,5f4fe3061034572e6687f9bd,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599070982155.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,Pi,0.0,6,0,0,"now a horizontal one above that, it should go to the right",20546,87572,1599070963481,1599070896455,chatMessage,False
6,5f4fe3311034572e6687f9bf,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071025853.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,Pi,0.0,8,0,0,"right red line, go left 2 blocks and there is a vertical block",29237,131275,1599070998493,1599070896455,chatMessage,False
7,5f4fe3641034572e6687f9c7,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071076735.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,Pi,0.0,10,0,0,"sorry, too far, go above that one, and one block right and do a horizontal line that goes to the t",34581,182159,1599071044033,1599070896455,chatMessage,False
8,5f4fe3b41034572e6687f9cf,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071156439.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,Pi,0.0,12,0,0,now one more horizontal to the right of that,13321,261832,1599071144966,1599070896455,chatMessage,False
9,5f4fe3e31034572e6687f9d4,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071203066.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,Pi,0.0,14,0,0,go two spaces to the right from the red line and put one vertical,30466,308491,1599071174480,1599070896455,chatMessage,False
10,5f4fe40d1034572e6687f9e1,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071245051.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,Pi,1.0,0,0,0,left red line 2 horizontal blocks one on each side of the line,25334,25334,1599071221575,1599071221575,chatMessage,False
11,5f4fe42b1034572e6687f9e7,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071275537.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,Pi,1.0,2,0,0,"yes, now put one to the right of that, horizontal",14371,55843,1599071263047,1599071221575,chatMessage,False
12,5f4fe4471034572e6687f9ed,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071303082.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,Pi,1.0,4,0,0,"on the left side of your first block put a vertical block above it
",21265,83381,1599071283691,1599071221575,chatMessage,False
13,5f4fe45a1034572e6687f9ef,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071322904.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,Pi,1.0,6,0,0,"yes, now one more above it",9204,102912,1599071315283,1599071221575,chatMessage,False
14,5f4fe47f1034572e6687f9f3,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071359586.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,Pi,1.0,8,0,0,"now the right red line~~~  skip one block to the right, then put one vertical",30339,139883,1599071331119,1599071221575,chatMessage,False
15,5f4fe4a31034572e6687f9fa,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071395224.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,Pi,1.0,10,0,0,"yes, now back to the red line, skip one block left the put a vertical",25864,175525,1599071371236,1599071221575,chatMessage,False
16,5f4fe4ca1034572e6687fa03,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071434826.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,Pi,1.0,12,0,0,"yes, now 2 horizontal blocks will connect these two lines~~~  one is directly above and goes to the ri",30204,215133,1599071406504,1599071221575,chatMessage,False
17,5f4fe4e61034572e6687fa06,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071462255.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,Pi,1.0,14,0,0,"yes, now one more to the right of that one",14701,242563,1599071449437,1599071221575,chatMessage,False
18,5f4fe5111034572e6687fa10,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071505263.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,C,2.0,0,0,0,the left red line~~~  one horiz block on the left side of it without skipping a block,30257,30257,1599071476842,1599071476842,chatMessage,False
19,5f4fe5241034572e6687fa14,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071524164.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,C,2.0,2,0,0,"yes, now one on the right side of the line",8368,49204,1599071517678,1599071476842,chatMessage,False
20,5f4fe5471034572e6687fa1a,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071559017.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,C,2.0,4,0,0,"yes, your first block you put~~~  put a vertical above the left side of that block",27851,84050,1599071533041,1599071476842,chatMessage,False
21,5f4fe5551034572e6687fa1d,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071573922.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,C,2.0,6,0,0,"yes, one more above it",5673,98962,1599071570131,1599071476842,chatMessage,False
22,5f4fe56f1034572e6687fa20,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071599242.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,C,2.0,8,0,0,yes now right line has a horizontal in the middle of it,19332,124272,1599071581782,1599071476842,chatMessage,False
23,5f4fe5881034572e6687fa25,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071624639.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,C,2.0,10,0,0,"yes, now on the left side of that block above it, put a vertical",17710,149679,1599071608811,1599071476842,chatMessage,False
24,5f4fe59c1034572e6687fa29,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071644208.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,C,2.0,12,0,0,"yes, now one above that",8989,169246,1599071637099,1599071476842,chatMessage,False
25,5f4fe5b51034572e6687fa2e,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071669445.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,L,C,2.0,14,0,0,"yes, now above that is a horizontal line that will go to the right",20079,194478,1599071651241,1599071476842,chatMessage,False
26,5f4fe5e91034572e6687fa36,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071721336.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,L,3.0,0,1,0,"left red line, horizontal block in the middle of it",16433,16433,1599071706784,1599071706784,chatMessage,False
27,5f4fe6011034572e6687fa3a,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071745810.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,L,3.0,2,1,0,"yes, left side of that block put a vertical above it",17083,40909,1599071730610,1599071706784,chatMessage,False
28,5f4fe60f1034572e6687fa3d,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071759862.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,L,3.0,4,1,0,"yes, now one more above it",6673,54952,1599071755063,1599071706784,chatMessage,False
29,5f4fe6211034572e6687fa42,pilot4,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1599071777225.0,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,C,L,3.0,6,1,0,"now a horizontal one above that, going to the right",11843,72325,1599071767266,1599071706784,chatMessage,False
