,workerID,dyad_gameid,message_id,message_num,trial_num,tower_pair,rep,exp_type,n_refs
12,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,7c23bbfc-0490-642f-db5b-f01f3d75489a,1,1.0,L_C,1,block,2
13,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,7c23bbfc-0490-642f-db5b-f01f3d75489a,1,1.0,L_C,1,block,2
14,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,d836ba33-8467-36ce-24db-ac94486cf4d6,2,1.0,L_C,1,block,1
15,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,d836ba33-8467-36ce-24db-ac94486cf4d6,2,1.0,L_C,1,block,1
16,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,ad5ac10c-bd3c-cd61-5ec2-abf6a2237d40,3,1.0,L_C,1,block,2
17,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,ad5ac10c-bd3c-cd61-5ec2-abf6a2237d40,3,1.0,L_C,1,block,2
18,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,524bba5b-8204-2c0b-1da2-21b825454e29,4,1.0,L_C,1,block,1
19,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,524bba5b-8204-2c0b-1da2-21b825454e29,4,1.0,L_C,1,block,1
20,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,135981c7-b984-dbe3-aef8-2d2e51f83e44,0,2.0,C_Pi,1,block,3
21,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,135981c7-b984-dbe3-aef8-2d2e51f83e44,0,2.0,C_Pi,1,block,3
22,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,d7418ae8-cfa7-1765-e757-155d5c07d046,1,2.0,C_Pi,1,block,1
23,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,d7418ae8-cfa7-1765-e757-155d5c07d046,1,2.0,C_Pi,1,block,1
24,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,4b91cbe8-fea4-ca6a-3342-3b60310dfbf4,2,2.0,C_Pi,1,block,1
25,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,4b91cbe8-fea4-ca6a-3342-3b60310dfbf4,2,2.0,C_Pi,1,block,1
26,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,a6a99aab-6c81-1d57-b283-5bff857d114b,3,2.0,C_Pi,1,block,1
27,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,a6a99aab-6c81-1d57-b283-5bff857d114b,3,2.0,C_Pi,1,block,2
28,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,650f1375-60fc-01e2-bcd6-35ccb9c4abb6,4,2.0,C_Pi,1,block,1
29,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,650f1375-60fc-01e2-bcd6-35ccb9c4abb6,4,2.0,C_Pi,1,block,1
30,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,13bd01ae-70dd-4704-2489-88cf091523be,0,3.0,Pi_C,2,block,0
31,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,13bd01ae-70dd-4704-2489-88cf091523be,0,3.0,Pi_C,2,block,0
32,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,27b22a70-a945-2a96-a123-9c7249ace049,1,3.0,Pi_C,2,block,2
33,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,27b22a70-a945-2a96-a123-9c7249ace049,1,3.0,Pi_C,2,block,1
34,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,9a347cda-d481-4f7f-3022-b8f186d6c424,2,3.0,Pi_C,2,block,1
35,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,9a347cda-d481-4f7f-3022-b8f186d6c424,2,3.0,Pi_C,2,block,1
36,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,95dd24bd-27c4-bf8d-5994-90667d416588,3,3.0,Pi_C,2,block,2
37,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,95dd24bd-27c4-bf8d-5994-90667d416588,3,3.0,Pi_C,2,block,2
38,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,6dec9a46-9297-6e6c-e04d-350f260aeef2,4,3.0,Pi_C,2,block,1
39,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,6dec9a46-9297-6e6c-e04d-350f260aeef2,4,3.0,Pi_C,2,block,1
40,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1de4ead3-362b-5eea-bdb6-3f3243cec809,0,4.0,C_L,2,block,3
41,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1de4ead3-362b-5eea-bdb6-3f3243cec809,0,4.0,C_L,2,block,3
42,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,71027b03-23a8-eb6e-2864-120ef118ac10,1,4.0,C_L,2,block,1
43,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,71027b03-23a8-eb6e-2864-120ef118ac10,1,4.0,C_L,2,block,1
44,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,6c7f40f8-8946-352d-d953-5d1dea839861,2,4.0,C_L,2,block,2
45,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,6c7f40f8-8946-352d-d953-5d1dea839861,2,4.0,C_L,2,block,2
46,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,09cef0ea-d6ca-df41-2df1-fe3fefd9373e,3,4.0,C_L,2,block,2
47,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,09cef0ea-d6ca-df41-2df1-fe3fefd9373e,3,4.0,C_L,2,block,2
48,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,92a97177-785e-cebc-c003-8e5a4c8349bc,0,5.0,Pi_L,2,block,2
49,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,92a97177-785e-cebc-c003-8e5a4c8349bc,0,5.0,Pi_L,2,block,1
50,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,a5bb2389-5dde-2c6a-aeb5-964415d51b49,1,5.0,Pi_L,2,block,1
51,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,a5bb2389-5dde-2c6a-aeb5-964415d51b49,1,5.0,Pi_L,2,block,1
52,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,7e88c933-19db-1d7b-1938-d096ed3dffdf,2,5.0,Pi_L,2,block,2
53,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,7e88c933-19db-1d7b-1938-d096ed3dffdf,2,5.0,Pi_L,2,block,2
54,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,07b52a8b-0af0-1e69-853a-91353ee2151b,3,5.0,Pi_L,2,block,2
55,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,07b52a8b-0af0-1e69-853a-91353ee2151b,3,5.0,Pi_L,2,block,2
56,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,cdd592a0-aeff-988b-b5ec-a796dc5f3db7,0,6.0,L_C,2,block,2
57,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,cdd592a0-aeff-988b-b5ec-a796dc5f3db7,0,6.0,L_C,2,block,2
58,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,d24cc9b8-7735-0617-1615-975596df541f,1,6.0,L_C,2,block,2
59,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,d24cc9b8-7735-0617-1615-975596df541f,1,6.0,L_C,2,block,2
60,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,41c14dc0-95f9-d782-bcb4-3dc942923754,2,6.0,L_C,2,block,3
61,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,41c14dc0-95f9-d782-bcb4-3dc942923754,2,6.0,L_C,2,block,3
62,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,6059c8a9-cb02-0672-8fff-6a1ab3e52b15,3,6.0,L_C,2,block,1
63,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,6059c8a9-cb02-0672-8fff-6a1ab3e52b15,3,6.0,L_C,2,block,1
64,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1f3994bc-a013-e55e-3cd2-aad82997e899,0,7.0,C_Pi,3,block,3
65,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1f3994bc-a013-e55e-3cd2-aad82997e899,0,7.0,C_Pi,3,block,3
66,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,f2b8fd15-94c7-cd9a-d28d-65a1adc786e7,1,7.0,C_Pi,3,block,1
67,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,f2b8fd15-94c7-cd9a-d28d-65a1adc786e7,1,7.0,C_Pi,3,block,1
68,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,28ec7c65-848d-77e3-c797-5813ba4e199c,2,7.0,C_Pi,3,block,2
69,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,28ec7c65-848d-77e3-c797-5813ba4e199c,2,7.0,C_Pi,3,block,1
70,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,eef7133a-a672-8c5c-7f25-943cf4634a81,3,7.0,C_Pi,3,block,1
71,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,eef7133a-a672-8c5c-7f25-943cf4634a81,3,7.0,C_Pi,3,block,1
72,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,39fa33cd-035e-4eb9-3e41-ca28a0c7bb90,0,8.0,L_Pi,3,block,3
73,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,39fa33cd-035e-4eb9-3e41-ca28a0c7bb90,0,8.0,L_Pi,3,block,3
74,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,acc08d98-99df-d2f5-b4fb-f35024bf2792,1,8.0,L_Pi,3,block,2
75,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,acc08d98-99df-d2f5-b4fb-f35024bf2792,1,8.0,L_Pi,3,block,2
76,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,dd3a30f8-24ee-198e-df30-2d42c4545268,2,8.0,L_Pi,3,block,2
77,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,dd3a30f8-24ee-198e-df30-2d42c4545268,2,8.0,L_Pi,3,block,2
78,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,d925bbaa-2783-3e60-f8b2-ca91a3073280,3,8.0,L_Pi,3,block,1
79,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,d925bbaa-2783-3e60-f8b2-ca91a3073280,3,8.0,L_Pi,3,block,2
80,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,978ff2cb-d23a-817d-cf86-e88ec361570d,0,9.0,C_L,3,block,3
81,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,978ff2cb-d23a-817d-cf86-e88ec361570d,0,9.0,C_L,3,block,3
82,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1b08fdc1-1162-ce26-2d64-584a9ee08eef,1,9.0,C_L,3,block,1
83,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1b08fdc1-1162-ce26-2d64-584a9ee08eef,1,9.0,C_L,3,block,1
84,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,9f7a46b8-4500-00a1-1870-0fd547894708,2,9.0,C_L,3,block,2
85,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,9f7a46b8-4500-00a1-1870-0fd547894708,2,9.0,C_L,3,block,2
86,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,420a746a-c7b2-595e-93c3-150d77c3f04f,3,9.0,C_L,3,block,1
87,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,420a746a-c7b2-595e-93c3-150d77c3f04f,3,9.0,C_L,3,block,2
88,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,0a9ffe96-fdf0-d605-6b7b-2370940ca324,0,10.0,Pi_C,3,block,1
89,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,0a9ffe96-fdf0-d605-6b7b-2370940ca324,0,10.0,Pi_C,3,block,2
90,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,d3d779d5-2430-1b87-1322-439ab54faf70,1,10.0,Pi_C,3,block,1
91,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,d3d779d5-2430-1b87-1322-439ab54faf70,1,10.0,Pi_C,3,block,2
92,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,58d776da-0f01-3f4e-7396-1f8efaa83536,2,10.0,Pi_C,3,block,1
93,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,58d776da-0f01-3f4e-7396-1f8efaa83536,2,10.0,Pi_C,3,block,3
94,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,68652c4d-a322-e658-4102-23b45536212a,3,10.0,Pi_C,3,block,1
95,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,68652c4d-a322-e658-4102-23b45536212a,3,10.0,Pi_C,3,block,1
96,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,fbdc2233-05ad-18a9-e7d3-7bcc63f6ed2d,0,11.0,Pi_L,4,block,1
97,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,fbdc2233-05ad-18a9-e7d3-7bcc63f6ed2d,0,11.0,Pi_L,4,block,2
98,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,3659333f-3dea-f9a0-a724-dc8f4be669fb,1,11.0,Pi_L,4,block,1
99,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,3659333f-3dea-f9a0-a724-dc8f4be669fb,1,11.0,Pi_L,4,block,2
100,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,b888cb65-97b1-9d4f-16d2-4a67c6b1b41f,2,11.0,Pi_L,4,block,2
101,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,b888cb65-97b1-9d4f-16d2-4a67c6b1b41f,2,11.0,Pi_L,4,block,2
102,julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,85dc1819-df63-16b9-3f73-914324dcea5a,3,11.0,Pi_L,4,block,2
103,justin,0110-5784fec9-109a-4d7a-a343-4820f4d42144,85dc1819-df63-16b9-3f73-914324dcea5a,3,11.0,Pi_L,4,block,2
104,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,8d00b7b2-7d82-fccf-81eb-88e5d549faad,0,0.0,L_C,1,block,1
105,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,8d00b7b2-7d82-fccf-81eb-88e5d549faad,0,0.0,L_C,1,block,1
106,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,43eb280e-7901-7990-64e3-22cfa51de78b,1,0.0,L_C,1,block,1
107,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,43eb280e-7901-7990-64e3-22cfa51de78b,1,0.0,L_C,1,block,1
108,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,5d443821-8a7f-03ae-3ad2-3fbf2e573864,2,0.0,L_C,1,block,1
109,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,5d443821-8a7f-03ae-3ad2-3fbf2e573864,2,0.0,L_C,1,block,1
110,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,9bde299d-da28-6b7a-4d6d-99a628d798b4,3,0.0,L_C,1,block,1
111,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,9bde299d-da28-6b7a-4d6d-99a628d798b4,3,0.0,L_C,1,block,1
112,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,74f8c57b-24c5-82ca-eab3-c4d8d4e4004b,4,0.0,L_C,1,block,1
113,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,74f8c57b-24c5-82ca-eab3-c4d8d4e4004b,4,0.0,L_C,1,block,1
114,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,7a658abe-1188-afa1-f660-ffd5119fc1c4,5,0.0,L_C,1,block,1
115,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,7a658abe-1188-afa1-f660-ffd5119fc1c4,5,0.0,L_C,1,block,1
116,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,68f49b51-f3fa-8613-90ed-41f464aba3f6,6,0.0,L_C,1,block,1
117,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,68f49b51-f3fa-8613-90ed-41f464aba3f6,6,0.0,L_C,1,block,1
118,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,7b777bf2-43f9-8cbd-179d-221d8e5f37fa,7,0.0,L_C,1,block,1
119,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,7b777bf2-43f9-8cbd-179d-221d8e5f37fa,7,0.0,L_C,1,block,1
120,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,4bf41e10-1c62-2f82-d081-3d923aca43f2,0,1.0,L_Pi,1,block,1
121,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,4bf41e10-1c62-2f82-d081-3d923aca43f2,0,1.0,L_Pi,1,block,1
122,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,181a218e-cfd6-4560-5c05-c1f3241d3e27,1,1.0,L_Pi,1,block,1
123,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,181a218e-cfd6-4560-5c05-c1f3241d3e27,1,1.0,L_Pi,1,block,1
124,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,0e8472a7-dd33-2379-a88f-58c1237d7b90,2,1.0,L_Pi,1,block,1
125,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,0e8472a7-dd33-2379-a88f-58c1237d7b90,2,1.0,L_Pi,1,block,1
126,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,96248805-2305-e6d3-aa61-353ad2b00078,3,1.0,L_Pi,1,block,1
127,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,96248805-2305-e6d3-aa61-353ad2b00078,3,1.0,L_Pi,1,block,1
128,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,0876daaa-01ce-5fc6-32d1-16fe8f08963c,4,1.0,L_Pi,1,block,1
129,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,0876daaa-01ce-5fc6-32d1-16fe8f08963c,4,1.0,L_Pi,1,block,1
130,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,b325442c-8eeb-3fd8-6783-b0c3dcae667e,5,1.0,L_Pi,1,block,1
131,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,b325442c-8eeb-3fd8-6783-b0c3dcae667e,5,1.0,L_Pi,1,block,1
132,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,b6d066f2-7d87-4566-9a0a-80bec15dfcfc,6,1.0,L_Pi,1,block,1
133,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,b6d066f2-7d87-4566-9a0a-80bec15dfcfc,6,1.0,L_Pi,1,block,1
134,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,79140a61-ee65-afeb-1b67-4518b0bf7f14,7,1.0,L_Pi,1,block,1
135,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,79140a61-ee65-afeb-1b67-4518b0bf7f14,7,1.0,L_Pi,1,block,1
136,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,c7afae8f-dfec-b2ae-58e7-60bf8f3e64f4,0,2.0,C_Pi,1,block,1
137,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,c7afae8f-dfec-b2ae-58e7-60bf8f3e64f4,0,2.0,C_Pi,1,block,1
138,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,af8c96a9-18f7-e499-df61-c53457d1d37c,1,2.0,C_Pi,1,block,1
139,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,af8c96a9-18f7-e499-df61-c53457d1d37c,1,2.0,C_Pi,1,block,1
140,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,7f6bf51b-3a05-c0b7-3ddf-55b2015128db,2,2.0,C_Pi,1,block,1
141,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,7f6bf51b-3a05-c0b7-3ddf-55b2015128db,2,2.0,C_Pi,1,block,1
142,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,4642cddb-4fbe-2aae-fbf7-0946d6ada066,3,2.0,C_Pi,1,block,1
143,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,4642cddb-4fbe-2aae-fbf7-0946d6ada066,3,2.0,C_Pi,1,block,1
144,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,5ad8712d-7ee1-a2a3-024b-fe48398071b1,4,2.0,C_Pi,1,block,1
145,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,5ad8712d-7ee1-a2a3-024b-fe48398071b1,4,2.0,C_Pi,1,block,1
146,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,ed3032ed-824c-6948-f474-b1a4f2684ee1,5,2.0,C_Pi,1,block,1
147,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,ed3032ed-824c-6948-f474-b1a4f2684ee1,5,2.0,C_Pi,1,block,1
148,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,4e051eea-13d7-2846-1777-6c3a57435d9c,6,2.0,C_Pi,1,block,1
149,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,4e051eea-13d7-2846-1777-6c3a57435d9c,6,2.0,C_Pi,1,block,2
150,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,bd2cdb8d-39eb-fa32-6c1b-681192dbd613,7,2.0,C_Pi,1,block,0
151,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,bd2cdb8d-39eb-fa32-6c1b-681192dbd613,7,2.0,C_Pi,1,block,0
152,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,dc58ea6a-6193-db51-f6ac-a9b45e146c30,0,3.0,C_L,2,block,1
153,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,dc58ea6a-6193-db51-f6ac-a9b45e146c30,0,3.0,C_L,2,block,1
154,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,49b3fe66-3b4c-0730-253d-f737c2185e77,1,3.0,C_L,2,block,1
155,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,49b3fe66-3b4c-0730-253d-f737c2185e77,1,3.0,C_L,2,block,1
156,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,c6b7e7cb-be0d-24ed-3306-1611ef96a214,2,3.0,C_L,2,block,1
157,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,c6b7e7cb-be0d-24ed-3306-1611ef96a214,2,3.0,C_L,2,block,1
158,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,c814ed3c-e166-c6ab-a8f6-14bd7b2aa677,3,3.0,C_L,2,block,1
159,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,c814ed3c-e166-c6ab-a8f6-14bd7b2aa677,3,3.0,C_L,2,block,1
160,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,9cc753ad-6264-190f-486c-0adf5bf26ec8,4,3.0,C_L,2,block,1
161,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,9cc753ad-6264-190f-486c-0adf5bf26ec8,4,3.0,C_L,2,block,1
162,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1e94eb4b-c74f-73ca-d4c6-67bb211e55c3,5,3.0,C_L,2,block,1
163,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1e94eb4b-c74f-73ca-d4c6-67bb211e55c3,5,3.0,C_L,2,block,1
164,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,de5fe0ee-8010-9500-5ae5-253066b48fc6,6,3.0,C_L,2,block,1
165,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,de5fe0ee-8010-9500-5ae5-253066b48fc6,6,3.0,C_L,2,block,1
166,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,b594b706-a7fb-881e-3a88-a4ab78916712,7,3.0,C_L,2,block,1
167,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,b594b706-a7fb-881e-3a88-a4ab78916712,7,3.0,C_L,2,block,1
168,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,5bd71dc6-ea75-e34d-a1d5-34025fba6dc2,0,4.0,Pi_C,2,block,1
169,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,5bd71dc6-ea75-e34d-a1d5-34025fba6dc2,0,4.0,Pi_C,2,block,1
170,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,f902d6c0-5bf5-7279-4704-768e6e927501,1,4.0,Pi_C,2,block,1
171,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,f902d6c0-5bf5-7279-4704-768e6e927501,1,4.0,Pi_C,2,block,1
172,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,b6e0eac2-c42b-f4c4-c46f-5825669ff1b9,2,4.0,Pi_C,2,block,1
173,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,b6e0eac2-c42b-f4c4-c46f-5825669ff1b9,2,4.0,Pi_C,2,block,1
174,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1af4321a-ddd3-e779-4879-996dfe38f4eb,3,4.0,Pi_C,2,block,0
175,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1af4321a-ddd3-e779-4879-996dfe38f4eb,3,4.0,Pi_C,2,block,0
176,julia,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1ee1723b-4a96-86a4-e752-41027acf6bcc,4,4.0,Pi_C,2,block,1
177,justin,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,1ee1723b-4a96-86a4-e752-41027acf6bcc,4,4.0,Pi_C,2,block,1
